,stallName,region,postalCode,locationName,images,,stallNumber,deliveryAvailable,contact,foodTheyServe,favorites,dietaryRestrictions,priceRange,nameOfHawker,moreAboutThisHawker,openingHours,whatAreTheConcernsThisHawkerIsFacing,recommendedBy,,,,,
,Joo Chiat Lane Wanton Noodles,Central,320090,"#01-60, Blk 90 Whampoa Drive, Whampao Hawker Food Centre",https://drive.google.com/drive/folders/1FEbHhVtKuZMBo7TACWSLk9wqsH0QrhPZ,,,,-,,"Wanton Noodles/ Hor Fun, Chicken Feet Noodles/ Hor Fun, Fried Wanton Noodles/ Hor Fun",,,,,-,,,,Wanton Noodles/ Hor Fun,Chicken Feet Noodles/ Hor Fun,Fried Wanton Noodles/ Hor Fun,"Wanton Noodles/ Hor Fun, Chicken Feet Noodles/ Hor Fun, Fried Wanton Noodles/ Hor Fun"
,Egg Fried Rice 蛋炒饭,Central,69111,"7 Maxwell Rd, #01-35, Singapore 069111",https://drive.google.com/drive/folders/1C7_bVKLrBvjHP6LPQgOaxSJfWh-bQAFy,,,,8117 1680,,"Egg fried rice with luncheon meat, Egg fried rice with pork chop, Egg fried rice with chicken chop",,,,,9am to 7pm daily expect Sunday and PH,,,,Egg fried rice with luncheon meat,Egg fried rice with pork chop,Egg fried rice with chicken chop,"Egg fried rice with luncheon meat, Egg fried rice with pork chop, Egg fried rice with chicken chop"
,Ke Kou Duck,West,618642,"Food Court, 3 Yuan Ching Rd, Superbowl Jurong",https://drive.google.com/drive/folders/120lt1Vo8MidDQE8uAtJBdklZKNdNbg8Q,,,,-,,"Kway Chap, Braised Duck Meat",,,,,-,,,,Kway Chap,Braised Duck Meat,,"Kway Chap, Braised Duck Meat"
,Carrot Cake,North-East,560133,Blk 133 Ang Mo Kio Ave 3,https://drive.google.com/drive/folders/1Qb1xhGlV163CASALkx-OcGgMq85qB3an,,,,-,,"Carrot Cake Black, Carrot Cake White",,,,,-,,,,Carrot Cake Black,Carrot Cake White,,"Carrot Cake Black, Carrot Cake White"
,Meng Heng Vegetarian,North-East,370080,"#01-81 Circuit Road Market & Food Centre, 80 Circuit Rd",https://drive.google.com/drive/folders/1pA3sBE5SSi4yE-y8KCDBDl-jL6j3DrmU,,,,-,,Vegetarian Food,Vegetarian,,,,-,,,,Vegetarian Food,,,Vegetarian Food
,Seng Lee Economic Curry Rice,Central,319061,9 Toa Payoh Industrial Park Canteen,https://drive.google.com/drive/folders/1jP_EP_rzOOGeNsh7-FqXX92-UotO9Xf-,,,,-,,"Curry Rice, Pork Chop",,,,,7am - 3pm and off on Sundays & Public Holidays,,,,Curry Rice,Pork Chop,,"Curry Rice, Pork Chop"
,Hui Min Chinese Herbal Tea,Central,50335,"#02-143, Chinatown Complex Food Centre, 335 Smith St",https://drive.google.com/drive/folders/1J7kRjFo_WQS3yY7wIO8azYwK9ubB-9ZO,,,,-,,"Organic Soya Milk, Almond Organic Soya Milk, Chrysanthemum Tea",,,,,-,,,,Organic Soya Milk,Almond Organic Soya Milk,Chrysanthemum Tea,"Organic Soya Milk, Almond Organic Soya Milk, Chrysanthemum Tea"
,Traditional Delight,Central,,Maxwell Market,https://drive.google.com/drive/folders/1r0wJCRlB6uh8UEjVxhlXEfIfZnd1Mkz1,,,,,,"Ondeh Ondeh, Kueh Kueh",,,,,,,,,Ondeh Ondeh,Kueh Kueh,,"Ondeh Ondeh, Kueh Kueh"
,New Hong Kong Congee,Central,,"Amoy Street Food Centre, #01-04, 7 Maxwell Road",https://drive.google.com/drive/folders/1di_BfvSqBPm57CGfeyGOyLhJdSp07ibE,,,,,,Congee,,,,,mon - fri 11am - 8pm,,,,Congee,,,Congee
,Curry On,Central,588172,"Bukit Timah Market and Food Center, 51 Upper Bukit Timah Rd #02-133",https://drive.google.com/drive/folders/1BygeDknEK_1H-O-qjxWwGKzG2gD91JH0,,,,,,"Tumeric Chicken Laksa, BBQ chicken with tumeric curry rice",,,,,"Mon - Tue, Thu - Sat: 9.30am-8.30pm, Wed, Sun: 8.30am-3.30pm",,,,Tumeric Chicken Laksa,BBQ chicken with tumeric curry rice,,"Tumeric Chicken Laksa, BBQ chicken with tumeric curry rice"
,Lau Goh Teochew Chye Thow Kway,Central,247792,"Zion Riverside Food Centre, 70 Zion Road",https://drive.google.com/drive/folders/1tafG5lq-FrDoPZ8pZ8uq-ne1cIFwJSHB,,,,,,Carrot Cake,,,,,"11am - 3.30pm, 6pm-11pm",,,,Carrot Cake,,,Carrot Cake
,150 Traditional Fishball noodle,West,,150 Bukit Batok St 11 Cheong Wai Coffee & Tea Kopitiam,https://drive.google.com/drive/folders/1ri7fBBvItNJFLlHJ7yiXbTxX0o08AVj5,,,,,,"Fishball noodle, Mince meat noodle",,,,,,,,,Fishball noodle,Mince meat noodle,,"Fishball noodle, Mince meat noodle"
,Green Vegetarian,West,,150 Bukit Batok St 11 Cheong Wai Coffee & Tea Kopitiam #01-22,https://drive.google.com/drive/folders/1P1Qh7RxFESVZQb5-btqlMEkrlFNpquXh,,,,,Vegetarian,,Vegetarian,,,,6am - 2pm,,,,,,,
,Kim Kee Noodles,Central,,29 Eunos AVE 6,https://drive.google.com/drive/folders/1W8Q3oHs61DX0SCEHAgBImf5DqQgN2cYi,,,,,,Wanton Mee,,,,,,,,,Wanton Mee,,,Wanton Mee
,Ping Fa Shou Gong Mian,Central,,29 Eunos AVE 6.,https://drive.google.com/drive/folders/18XFgJSZunV76JDNXvCetm6KiyFEhy4he,,,,,,Handmade noodle,,,,,,,,,Handmade noodle,,,Handmade noodle
,Nur Padang Selera,Central,,29 Eunos AVE 6.,https://drive.google.com/drive/folders/1ETqbvCvooHa4kAaIlEvrRfk9O0bv3Vd0,,,,,,Nasi Padang,Halal,,,,,,,,Nasi Padang,,,Nasi Padang
,Mei Fa Fish Porridge,Central,,29 Eunos AVE 6.,https://drive.google.com/drive/folders/11PlbiYCuOwtTGFv6ovLzOxMFIDsvhdB1,,,,,,,,,,,,,,,,,,
,Wei Zi Xiang Cooked Food,Central,,29 Eunos AVE 6.,https://drive.google.com/drive/folders/1JwVUVb33FBj4t732xe7BWFGLUc4cJCbH,,,,,,,,,,,,,,,,,,
,Home food and catering,Central,,29 Eunos AVE 6.,https://drive.google.com/drive/folders/1I_rDC_KcJ0Swp3eVaacLJTt2JfPdxdp0,,,,,,"Chicken Rice, Duck Rice",,,,,,,,,Chicken Rice,Duck Rice,,"Chicken Rice, Duck Rice"
,Sun Kee Drinks,North-East,,Kovan Market Foodcourt,https://drive.google.com/drive/folders/1kej1X-uGcBXB9xiea9qJUO6GjuKyX3YT,,,,,,"Soya Bean, Chin Chow, Birds Nest",,,,,,,,,Soya Bean,Chin Chow,Birds Nest,"Soya Bean, Chin Chow, Birds Nest"
,Curry & Sesame Oil Chicken ,West,,,https://drive.google.com/drive/folders/1gzbNUtJcukXR4BSspXtwNJup1OIiv0vu,,#01-08,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1sTA1_ppgS3zVeNpcuuNDZLyY7UpgCqDm,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12FC5GNi8WajDFvF721zOL8wsBs_qlZev,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1iKMDrwA-5TBXo1ZtRqeRq7O3ddT_iaNp,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1n9UlL95zACwF-6ii7hyB4FvS7u2mdOKg,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1TPw0VrRE80OiBpfO6ANEBK5eQk0tDN8b,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1do__CWWxfkNOxKtD63DbinLS48T46x7I,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1hMbk296dDFTtnMjl2XLwIDIOoPv2qgTX,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1QsymuP9dh1q6xTqgtUaYJ1325GwCWqQO,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bL_qzmdZngP0t5ZhbzvKUFfE3BpDPwDu,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Ll7t0hb5pw_RSlgTJfeSGEKMusQ6xA4e,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1LLoH80masRLKFDk2KotTBDNnFiNJ2NPP,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eONRjtetTVXKyvgRgThZzguyWM1lfiIv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/101RfDuyXjbHpoe7djjcKlsnQdOxGc0sg,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1OJaumdRp9557Nkg2PAKf0CDI_TSe5FOU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/10nfrZmVWsP2X3vScKdjQTD5YbNKSwZc5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1t9HRsJpbC5ZyT_DigkZHiDQm_uvxZfz4,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Lg_t9nGz8O03NSa8rJIsykFg8dbAs2VQ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eJroUZmlCF_HN49HpmrwI4W1MJ4OTvqo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1OsxtlvkfYC0cFoAul_TkZMwgYCqDi4dH,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1T-7gujVX5nF91x3QXsaeMhNGIBcKSGyV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rtz7saUrscTf5dlN6yRDSeFQidLhWD6M,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1c5QCUgX41akXisHrGXgUEAT89dn9zpr8,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1QiNgZs_p1y1cR1J1KllMS9VeJZg0LqHY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1zIHeIQjLPh3yUOd6veCPOohPXH3y2bj0,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Nk5kmuRmVRl5xQzWTP7wzKWvdR1ES6fz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1UdThkoyEwOkqxAyQIhbbf6LQqgwn_eMU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1aCddkKvKbnsGt44Ak9s61WQwW8bDHBvr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rUnkxfxyT84f-xzzIwKGmsGTkaWUnyI5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZRaa15h1_nOSFlERBV_zup_aDwR635LD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-9XAILhmzGWNGHytq4OpZ_JDglmfPlCU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1jTG6Oj7Cf8CM6xzhdzBQ98BGIIybdgOW,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GfUy9uirLmqDKhB1oASUlu_fvfyEdcDx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/18_g8Noy75aiwKLZXa1_hYQJRZomgUhla,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1XCUtlc5U2rNR8byPwPnoFdQtZ3U7rpDD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HPtXfyLDTsSEj5doBDXS4AuywoCeARyq,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1AVkyBfLpZS_U7Fhy0L-X1xN3_io_RRhb,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1xlscyl73mBv3gfCS2kkX7w2Evh4pqJFX,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Sl5_n3fOJUfSAp_HtLlVUsgWtBaRVYDZ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/168Z8jPVQb3tC05omohzlnMyL9ld2dPSB,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1_xX6S3iOIuYHB1QUEbOLos9_gB3UXCJd,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1So7Fb5GAy2R_6I_Vf1SujLo0GF6h0yQy,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1yaSueOiDTvd4_Kr_YMCBTFxdoGtSW7q1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1wRZv2v1DmVtaria4hlISc654hEtJKMue,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1KQcn37AQHMTGkZ1HH9zfEkKesng0N-vk,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1LXSW0drTqIZ9gmWPlPVDxxu_1IOfii6_,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1989FZrUGectijTJ2aTvmRcKjnTZxW0Iy,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14ZWcmchLMwiGGDvU4607ogyxcE43e0mU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1igRuRBgOxVZ1W-_R4Tdo1noVCbe0MQ96,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/17Ccajhhbzc6Eqv5Ke-NUcZwMZp-9dLnz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Ca02LEfVo0H4VjqdGcAtmOYGoo9cTdTq,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HSJaxsmHnF0XyMc4mFSl2rhyBFoatzKT,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZRSaJrCpROsW56QRawf-PkDXc3ic2Mx6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14t-9BO8i8wXeT89VkndrE-MlSAU4RA30,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1qxNp1m3rsuiQMRlXr9fQXuuCgLYFpX7J,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1W40WQS6Uzc_6o1K0mJh-PUquwPrBQEH5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1sz08Ggs2eF_iuEJkZ854TddgoLmwkQTV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bWepNC97LGvHGpzXo9ZLdPZ3GUJ0jmco,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1CPupY7qtpMLl8GqKt_Ix-cyDWmmta9iC,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZAFl6CEyzNP4LKr1Kr06h1YT2xARR1zO,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Ha0DG6P18ky0cfl6cB5HxXNWmzINYKT2,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1R0jFO6D8h3hIQ__MC_57Q0z92IU29otr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1c5ihTnoqy5QbXnjv-O3FYst9uSXGoEZW,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1xxN5T2Ulv2z-sVffZxXUhe79g_htXkYB,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1jOQXOZWiWwSgrS5GfrcPbo47x7MQOLi5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1R3nISmPLF3EzovjByP-teDQXVmF510qu,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GNZ1pTpZDqc72v67uIINNBFb17k2HQRr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1P8N7Pt8SCOPRQW2HuDa6CjwKoy7_q-xy,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1CELcqr5oTF5TOIRCAIVjz2U2OZ_zgYrR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1DOTH8EkQxblk-mFe9rAEoXEzjG8jV-TC,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1adTj8SgpNCczbKeoJ2Oj5W2z0HWUw3Ck,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/11xnQnubyS2y2g_8k98pHkU32sfQBdwIn,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/18QZJbdPM_8nlgXVHvyLicAjxGlrJ478o,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-diQS7bXRbQE8b-4IRKsai8wHOn8O0CK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Es_7-Z-QABqYCTzD0AWVPN87229nDfVK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Pk_JmWG9CIEafy8s-co9IOTBbpcGwZEq,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fdN16FVi0SpCGAoLAa4YV29MFTuCmgTV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14iL2wA3ifbQLj_LuExQM_z7CpJiVAkXR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1n6x_qo9I42-AlrpXS5wtGXjbn4pOdWpx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1evV06AXcO2fJ1FBtgrVyGx-YN1ec_crm,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1y7aCH1q8D2vAS5FD5naYy3XmaT4xkB7M,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1kSLXgh_ifscUgXaX70UKR58chTz4ptyo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1PtPrerl1QcDlPPP_RjC_synDz7KrNJV7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1JBzG9UPAOhG1JQf_x-7ovIImJAX7_4Iw,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1dM7LTXhaYbmbnZwBF2_hfUdBKVmNdPWt,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1yWu25VgVgtGsmvzli0-9_mpVfJTUGzkw,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ELMes17mV802O0ludNNBgzaVHJAWVB-6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1u_6s9tUH4hDqx5X0YZ0UhuZvxfrl_sXr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fGe8dMoArYVde5gvUbana1jCfFsEKiey,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/174uHEQ8u2QGLkw1cvP2UQfW0HLYmOo8Y,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1m09RI125_Q5YZtLxkGWsmrR4XmRwM_MD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-wAW_0n1N3B2oUfDQNp3SagPs9C9I3av,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1iRrGoEUa1SU0OR1O1hbnRwlu9tK7W8Vl,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/13-1NZhExngRA3SSmJWgPLcr75tREURf1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1hJMsMsGeiUEsNOBpKsyehdAOkY80BoVp,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VC1Q2SLb6zSom9001ynrAHrwAfRr1UPE,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/19V9DyFXHEbiNUbPihjdja8DLdvhP14ND,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VK5o9L98bftt7UZM-0c7sShXUVrnqIcT,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1xwvGC9yfaAJaeFF9-zgoJkHHxNBf9Nc6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1QcIKgamgKziE5ZIqDkU8NyncsXnbQLmS,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Bf2QSAqckLMqV1Br27OYETsYl9_1T83U,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1uIxT2adA0u4DxqbzicR6LkRzlMigSd-Y,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1uczFCV6wdGQzP8IEkQ_WoB1S4lX-DkAQ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vl-sVEqGsNlnXE_6XP-r2kFJ4FCBOgBl,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1133puislg5GgPnmaE_tGIk9Aj_tLPsRD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1NmxtoVaA9o6fi-tJ3E6qd4vZSlP_ZGPm,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1CfEje1tUqOqj0B3VOZy3sc0XReA0J9My,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1cOCUi8FB9-TbmtnWHFUigk85QFUtur1W,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/11iVnbjB9_BlZGhH0qJFfXDST2WCM6WZf,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1L7cxUHk2Ce0M7PNfcqHmOsA8sqnpoHoB,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Nm0G6fGp1vshzyALACJuxNPgL4UNllxo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1erDqgT1OfbSddx3jQznkX8r7QuGL4rEN,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1L-NBf2NUhQMBi5XJeb0KVWswSyWX0GaY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1t1o1o86A3fpwNTvTcaQAcBQb7AvMGpgv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1WF1gGNc6Y8V7wKT9nZRj9_-heDf31Aoo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1CEz9h4hpj0xGWcYgS0GaqxSFBa-7v0X1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1q2Vd_toOloV3QYgM3pgK1vPqEOm5Sr-d,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1faISf3Ifiju60IRm2rXai23O6xUT8_mZ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1kx4HpryQzEouPfr4FV9c5O26bBVJdm6Y,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1a1ycqJM5khevPDrLvZ4DR2mJI_lkmhg8,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1xhEJxb8uPK9KCVopspOaamBbJd0mkKnE,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/17inaAfkOlg67aBDXx_eeycOXSe1Sn9nO,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1s9X-D9tl1o_Mo3eFty9fmWudCbiDR_Hj,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HcAz2lziFvBiQusoc63oUXt_lAhyPh1s,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eFh9Av2Uiqy4IasIpXKA1oN_0F-rLau9,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1KYwbbPif6_oXbu3cmiviBhv71jaTElSX,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1d0PYog0Jhnpr3IgL0ZzRUzuXNN6mboYx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1LIjMuAt2r3nCO7EAkwPwwYoXNdBfCLfF,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/15ugguD4LVpnZ1jleqprVGpMeJyQwTGEA,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1la73k1yiK4Azlp7oEM_pt6rqbA-wV00j,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GBzIGvSJuKPseo0STgkC6D_DXX1EEvIv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Tpx6eU57DhWqv4_u806Nx31gJf0AdrBr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vJnrxN3YZsfIjtjxqN4JSRtJ8qDlfXU0,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Lkc0PDJ57yJWePlb2QQYWfuucglT8HAy,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1mWAZNVChNDTKoQ0_GL7sHfw1cBtotMZU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1mY6doUPQePF1wdGtiQtlYX-t2W4l822C,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1yYd3rW3s9QRwZO3kHAzjTjyzx42rKLSs,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Kfhl7TUWN5STy8pAur07kFi9QCz6cTg5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HqkAqMPE0J8b2LbGRyIoaYHMfXJT7pyb,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1WJJwS8tKvQJSK0Fe_MP8jhAXhbRERKLF,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1PY-cSv658W-n5np-L8_OEGM7qfq9O2ym,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1IDseKR7XwicmSXSxtbH-acwqwxc3Jxa4,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eRPW_IE_B9BFMfPBchzG9NKl9clIohqX,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14J_ANe2pvdg753bYOickkoKRuBp35HDN,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VBepML5-bvQFjJq9Fcut-L09YWvCi7Ca,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bpXigROx3Sx7HFirK8_gh-eOroOHVrR3,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1CrPCYjqphxQxtxU2srrPzTtK65ok_DlF,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1gvoZKFIaJD9-CE7Ygxb3CvRMrB3pPFJE,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ftlcocfaiMRWX7b_oaO3Bahz0YnmAUA5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1S-6g1kypCrlOcivbWhPBrBvmp3GNqe2r,,,,,,,,,,,,,,,,,,
